id,rowid,entity,text
3128,10287,0,new york city black lives matter street painting splattered with paint //tco/japmmok
15938,46891,2,nbcnewsnow the minneapolis police chief addressed calls to defund and disband his department shaqbrewster reports on his promise to…
5573,17826,1,#breaking were dominating the streets with compassion trump defends handling of george floyd protests //tco/cafvikms
5465,17462,0,a roundup of reforms aimed at fighting police brutality since george floyds death //tco/blbqtwgfyi
6121,19661,3,state of minnesota launches sweeping civil rights investigation into minneapolis police dept officials say //tco/ichmlxseo
3755,12503,1,venturareport protesters block off i street into #blm plaza and force dc locals to turn around //tco/euiunrcjac
14067,42356,5,tampa bay rays calls for the arrest of police officers involved in the death of breonna taylor //tco/xvrouvjst
12603,38687,4,texas governor announces disaster declaration for state after george floyd protests //tco/zxibjk //tco/wyzfexzb
16808,48885,2,we send police officers to handle too many things for which they are grossly unprepared—and many police agree but it doesnt have to be this way writes barry friedman //tco/heudtbva
14187,42476,5,country band lady antebellum changes name following george floyds death //tco/nqohbgff
8389,27923,0,live attorney ben crump provides update in breonna taylor case following meeting with kentucky ag //tco/qwvjcehvj
8697,28231,5,nfl stars call on league to admit wrong in silencing our players from peacefully protesting //tco/oyuvjxht
15418,45752,3,rep bass on police reform legislation people have been on the streets for almost days in a row and it would be shameful for us not to act //tco/hejolvu
9515,30253,1,a night of absolute chaos as outrage over george floyds death spreads across americafollow live updates from protests around the country //tco/jpswovkqxb
6783,21310,2,officers fled a minneapolis police station as protesters ransacked and torched the building //tco/exaobnfg
11635,36425,5,nghertel ppl are visibly moved by the rousing version of amazing grace broadcast from george floyds service people are singing and w…
7705,24272,2,new one of the minneapolis police officers who stood by and watched as george floyd died was involved in a violent incident years earlier in which he brutally beat up an unarmed handcuffed man during an arrest according to court records //tco/mspszumf
10643,34272,1,philonise floyd george wasnt hurting anyone that day he didnt deserve to die over dollars im asking you is that what a black man is worth dollars this is //tco/eedwkecy //tco/uvoonj
3805,12553,4,political agenda of the radical left pence refuses to say black lives matter during cbs interview //tco/kysqctk
12647,38731,2,video shows police using their batons on protesters on the ground while additional officers can be seen boxing out demonstrators and pushing people down who are trying to intervene with police arrests //tco/esuhvmer
2567,8218,5,#breaking painters start work on #blacklivesmatter mural outside trump tower in nyc //tco/mqqebydj
11545,36335,3,nancy pelosi named george floyd breonna taylor ahmaud arbery and more before kneeling for a moment of silence that lasted minutes and seconds //tco/mqksgsae
7857,25189,1,in germany demonstrators marched in solidarity with american protesters over the weekend chanting stop killing us black lives matter and no justice no peace as the killing of george floyd sparks a global movement against inequality and racism //tco/zdqptcnhq
13950,41707,5,eu official calls george floyds death an abuse of power //tco/ikapmnfwx
14995,44257,4,question americans of all races have protested in all states around that phrase black lives matter and the president is here calling it a symbol of hate kayleigh mcenany he is talking about the organization //tco/rrfaoqjmkb
11158,34787,0,latest nearly people were arrested over the weekend in minnesotas twin cities the epicenter of the protests over the death of george floyd //tco/hvqghevg //tco/tgagswewu
10426,32800,3,i am asking my colleagues and mayor … to declare a state of emergency declaring racism as a public health issue minneapolis council vice pres andrea jenkins says //tco/pfaxjqtm //tco/utujmwvb
13874,41631,5,not true jack dorsey pushes back on trump claim twitter illegally banned george floyd video //tco/csjcnnae
5463,17460,0,a roundup of reforms aimed at fighting police brutality since george floyds death //tco/kjskpeui
3392,10551,0,no wonder things get strangely awkward for liberals anytime someone says black trans lives matter escarry says the tragedy of violence experienced by black trans people mostly women doesnt quite fit the story theyre used to telling //tco/wrojtbfhe
17459,50609,3,sara pearl a recentlyhired video producer for joe bidens white house campaign called law enforcement officers worse than pigs and expressed support for the defund the police movement before she joined the campaign //tco/qjalhq
4905,16112,5,this traveling pianist showed up in minneapolis to spread a message of hope through music at george floyds memorial grieving residents came together to listen and play the piano themselves //tco/rrsfdrtd //tco/zkoccqobvv
11626,36416,1,protesters in dc paid a visit to the martin luther king jr memorial while demonstrating //tco/gwqgszt
15113,44755,1,blm gathering outside of a new jersey business that put up an all lives matter sign //tco/fcdzoelcq
12483,38567,3,markey lashes out at trump calling him scum and accusing him of fueling racism //tco/aklvvcnzv //tco/tdhu
4329,14671,5,highdollar business partner with china lebron james went on the attack against president trump for his criticism of the goodyears support for employee expressions of support for black lives matter while banning propolice messages //tco/hoqvhtiyjm
17152,49885,3,gmunoz senate dems officially block the procedural vote on the gop police reform billfinal vote was it needed to pas…
2264,7275,3,rebeccamorin obama says black lives matter and and praised the young people who led us this summer telling us we need to better…
5572,17825,5,dave chappelles netflix monologue rips conservatives for portraying george floyd as a criminal //tco/atnbxcbil
2842,8493,1,black lives matter cofounder defunding the police means reorganize our priorities //tco/ccbfbwy //tco/rqtrhwowb
14119,42408,3,nancy pelosi accuses senate republicans of trying to get away with the murder of george floyd //tco/xmfpxeecr
6788,21315,5,this week after protests over george floyds death the supreme court may revisit a key doctrine shielding police officers //tco/zvrauzwdb
4310,14652,1,activists vandalized the home of lapd chief michael moore allegedly destroying a lantern and leaving posters stuck to the exterior //tco/haxzpig
6519,21046,0,the two men appeared to have had a history which could have serious implications for the case against derek chauvin //tco/pipfmybi
14992,44254,5,pro golfer draws attention for wearing blue lives matter wristband at event near minneapolis //tco/aeyvzmrix //tco/nbpxyybtl
5371,16578,2,newday four minneapolis police officers have been fired for their involvement in the death of george floyd a black man who was held d…
12167,38251,2,george floyd and derek chauvin bumped heads while working together at nightclub former coworker says //tco/tfymcqpcv //tco/unxbulngm
9781,32155,1,people charged with felonies after breonna taylor protest at attorney generals house //tco/dkndnmmwi
3629,11623,1,protester charged with shooting disabled vet in head at black lives matter rally //tco/ipznerisjy
4616,15823,3,there is no vaccine for racism weve got to do the work for george floyd for breonna taylor for the lives of too many others to name none of us are free until all of us are free democratic vice presidential nominee kamala harris #demconvention //tco/djstbtjysy //tco/gjinnw
10568,34197,0,new statement from breonna taylors attorneys we look forward to them terminating the other officers involved in bres murder we also look forward to these officers being prosecuted for their roles in her untimely death //tco/aivjyasbo //tco/vqxgkritm
11893,36683,3,if you are talking about the incident in mn i didnt see anything unreasonable the mayor of petal mississippi tweeted //tco/cpgskfl
9573,30809,2,prosecutor no charges will be filed against a former police officer who fatally shot michael brown in ferguson missourithe decision could reopen old wounds amid a renewed national conversation about racial injustice and police treatment of minorities //tco/qhwtxhdzo
3762,12510,1,a couple moments ago got married on the black lives matter plaza in washington dc they say they want to bring awareness on police brutality within the black community //tco/qxkcugwkcj
6877,21931,1,/ protesters have been defacing monuments of confederate leaders slave traders and other figures with antiblack legacies in the wake of george floyds death and the resulting protests against police brutalityheres a few of the most striking images from the past few weeks
6958,22012,1,allyship and antiracism have become popular terms among white americans wanting to show solidarity but what do they mean and how does one really undertake them heres some guidance from three activists on how to be a supportive effective ally //tco/spuerpeb
6158,19698,0,minnesota ag ellison who has been appointed to lead the prosecution of any cases arising from the death of george floyd says he plans to charge the officers involved to the highest degree of accountability that the law and the facts will support //tco/lhpmgidp
10110,32484,0,george floyd did not die of common health conditions he died of a common american criminal justice malfunction rev al sharpton says //tco/fwsclwwvi //tco/lzqnuiku
9767,32141,0,george floyd hologram lights up over robert e lee statue in virginia //tco/niiysv
3313,10472,3,how long will occupy black lives matter last in dc mayorbowser literally has no plan on taking back the section of the city that she just turned over to protesters and vendors profiting off of the current unrest escarry //tco/limjqsf
7269,22929,3,breaking minnesota gov tim walz has authorized a full mobilization of the states national guard in response to days of protests over the killing of george floyd //tco/rblkydikq
2573,8224,0,two people who painted over california black lives matter mural charged with hate crime //tco/esnfmhmle //tco/ueyiygzdqi
15210,44968,5,while we need government officials to take action on things like police reform there are several things that everyday people can do to help make a lasting change ananavarro writes for cnnopinion //tco/itfxbzgnl
9098,28632,2,there hasnt been one person one police chiefwho doesnt see this exactly the same way the police officer and those who were there that day failed george floyd chuck wexler executive director of the police executive research forum said //tco/uwzacvlxb
10186,32560,1,cbsthismorning funeral services for george floyd are scheduled for next week in his home town of houston yesterday a massive crowd …
5320,16527,2,on thursday night minneapolis police released a transcript of the call that led to george floyds arrest and death //tco/uxdbtuzha
12071,38155,4,gop house candidate publishes page report claiming george floyd death was deepfake video //tco/uqbfsrhr //tco/bjmcbcyob
4120,13824,1,ignored by media on saturday we held a prayer rally at st louis statue in forest park after the rosary three christian men were beat by #blm and far left radicals this man paul was knocked out when crip hit him w/brass knuckles sick //tco/kokkfuglt
9580,30816,0,its been more than a month since george floyds killing how has the national dialogue on racism shifted what policing and criminal justice reforms will become law join us for a town hall with repkarenbass juliancastro rashadrobinson amp more //tco/peezyhnklp //tco/mssevpczt
3640,11634,5,scottwalker what happened to george floyd should never take place in america period yaf washtimesoped //tco/jseryathy
2247,7258,5,after holding a black lives matter protest the organizer had received bill of for police overtime a day later the mayor rescinded the bill //tco/qxydbkdpl
14666,43306,0,attorney general william barr has sent federal riot teams to washington dc and miami as part of an effort to blunt ongoing violent unrest in both cities over the death of george floyd //tco/nebtdybalx
13029,39615,5,business leaders are speaking out about social injustice and racial inequality in the wake of george floyds death at the hands of police and the protests in more than us cities the fatal event has sparked //tco/nchlyl
10852,34481,2,new fbi warns that law enforcement nationwide is being threatened with explosives at or near protests with molotov cocktails and fireworks the most common type of devicesboth tactics can cause serious injury and death and significant damage //tco/npleteer //tco/jfvvharv
13564,40890,0,to ask people to be patient who have suffered so long and been denied justice so long is really asking a lot of them agellison warns that rushing the prosecution of the officer who pinned george floyd could hurt chances of a conviction //tco/uhovlakwz
4778,15985,1,ive seen the same pattern before exuberant protesters vows for police reform and then nothing cnns john blake writes but after the george floyd protests i see three big reasons why things really do feel different this time //tco/xwhnjhpztv analysis
4714,15921,5,one of these earliest photos from the george floyd protests shows a young boy wearing a blue mask and black star wars tshirt raising his fist in front of policethe photo made him a face of the protest movement and inspired many to create artwork //tco/sfgggrfja
6971,22025,1,how violent protests against police brutality in the s and s changed public opinion //tco/ktzxuqf
13186,40512,0,judge issues gag order in george floyd case after attorneys for officers charged gave interviews //tco/dkrjpukp
4385,14727,5,conservative economist thomas sowell says that the term systemic racism central to the black lives matter movement has no meaning //tco/sgrchqben
3055,10214,1,between faucis lines yes the black lives matter protests likely spread the coronavirus //tco/dtqzarxzdz
7362,23929,1,du nord craft spirits was partially destroyed by riots brought on by the killing of george floyd the minneapolis distillery has created a foundation to help its neighbors //tco/ywpbzhq
5227,16434,5,at least cities across states have now imposed curfews as protests continue over the death of george floyd //tco/ojvsnwkzr //tco/iuymcuq
4268,13972,5,wellingmichael #usa business owners assaulted in nyc by looters #blacklivesmatter #antifaterrorists #newyork //tco/oahhkvclx
12277,38361,3,new democrats seek to tap into fury over george floyd //tco/vbkzkrhmiv //tco/cbvbkuuw
3167,10326,0,district attorney who filed hate crime charges for painting over black lives matter mural was backed by billionaire george soros //tco/xcburwtt
15249,45007,0,its as straightforward as it sounds instead of funding a police department a sizable chunk of a citys budget is invested in communities especially marginalized ones where much of the policing occurs //tco/ozvckzrd
7715,24282,5,tooearnest spoke to the widow of eric garner about her experience making the film american trial the eric garner story as well as what her life has been like since her husbands untimely death //tco/uoaozeym
2350,7361,1,oluwatoyin salau a yearold black lives matters protester was last seen june in tallahassee according to the tallahassee police department police and her fellow demonstrators are still searching for her //tco/ywsqxlwdm
13385,40711,4,davidmdrucker new realdonaldtrump is stumping for african american votes w/ promise to deliver racial equality through economic pros…
17121,49854,0,valrichardson defund the police of black americans want the same or more law enforcement in their areas //tco/grjhls…
12530,38614,2,exminneapolis police chief calls on union leader to resign over email claiming george floyd had violent criminal history //tco/dniactytl //tco/mgxzyrvvdl
13550,40876,2,being silent or not intervening — to me youre complicit minneapolispd chief told floyd georges family that the three other officers involved bear responsibility //tco/vmbdpoxp
9511,30249,2,nypd to investigate reports of police officers using force on protesters //tco/iyqntokdyc
11970,38054,0,body camera footage from george floyd case to be publicly released //tco/pegkbvsv //tco/zovwaayby
2269,7280,0,fights broke out in multiple states saturday in clashes involving a variety of groups including the farright proud boys counterprotesters supporting black lives matter and police officers in riot gear //tco/zjoyph
16776,48853,5,an increasingly vocal number of business owners community leaders and residents in the englewood neighborhood on chicagos south side say they are tiring of calls to defund the police //tco/kpwlklcz
4579,15214,1,jackposobiec lincoln statue dc blm activists refuse to allow black man to speak who supports statue //tco/vcwuwcgmn
2943,9261,5,the editor of a prominent economics journal is facing pressure to step down after he criticized the black lives matter and defund the police movements //tco/mrhzgjsjj
4262,13966,3,washington dc mayor paints giant black lives matter message on road to white house with taxpayer money //tco/fmnwkltltf via gatewaypundit
3724,12472,5,american companies were quick to issue statements in support of black lives matter in the aftermath of george floyds deathmany have yet to weigh in on the chinese takeover of hong kongheres who they arevia andrewkerrnc //tco/nyjybqbdl
14099,42388,3,house democrats pass police reform legislation //tco/pbcorrr
3369,10528,1,black lives do not matter in the united states of america the brother of george floyd calls for the un hrc to investigate police brutality in the usqatar a nation that currently enslaves migrant workers sits on the council //tco/dxrodqpl
13947,41704,0,keith ellison minnesota ag charges for other officers in george floyd case could come very soon //tco/izmptwso
10403,32777,3,minneapolis mayor jacob frey held a latenight press briefing in response to violent protests that included a police precinct going up in flames //tco/tcyicpbkg //tco/iuhcvfchm
6050,19590,0,in their words why black men and women are protesting for george floyd //tco/awjyrhn
16313,47785,4,the actual problem is not what is being offered it is who is offering itgop sen tim scott made an impassioned speech on the senate floor after democrats blocked debate on his police reform bill //tco/gurfxgfu //tco/azsyttb
16992,49462,3,nobody is going to defund the police whipclyburn says officers have a role to play //tco/mmuhnout
16527,48537,3,sen kamalaharris slams sen mitch mcconnell over police reform i for one do not intend to be played //tco/aonuciboh
8671,28205,5,priscillawt george floyds body arrives for the public viewing here in raeford nc the pastor says floyd has now found rest as the c…
7633,24200,2,at the minneapolis nightclub where george floyd amp offduty cop derek chauvin both worked security the white policeman used overkill tactics to subdue rowdy customers especially on nights when the clientele were mostly black said the former owner //tco/vsaok
9018,28552,0,man fatally struck by fedex truck during george floyd protests in st louis //tco/xurgsumkq
12221,38305,2,phoenix police to ban chokeholds in wake of george floyd protests //tco/kshhrmgl //tco/jptjudrjb
4770,15977,5,the minneapolis city council unanimously approved a resolution declaring it will create a transformative new model of policing in the city — a move spurred by last months death of george floyd in police custody //tco/euymxdstm //tco/lraufjlv
8769,28303,0,george floyd whose incustody death in minneapolis last week triggered an avalanche of protests over the mistreatment of black people by police tested positive for coronavirus weeks before his death an autopsy report released wednesday shows //tco/diodknxmo
4242,13946,3,mayor de blasio kicks jewish kids out of park at same time he allows thousands of black lives matter protesters to march in city //tco/hwhkuksoyw via gatewaypundit
10761,34390,1,while the rallies in major cities nationwide have grabbed headlines people living in smaller and midsized cities have also raised their voices to call for change //tco/ibogpmzrh
3137,10296,5,the schools that educate the children of americas elite are being pressured to include curriculum on black lives matterlast month schools apologized to black students who experienced systemic racism and actions to eliminate white supremacy //tco/owokiwaq
7889,25221,1,outrage grief frustration here are scenes from the protests in minneapolis and los angeles following george floyds death //tco/ynhurog
16218,47581,3,colorado passes police reform that holds cops accountable for excessive force //tco/yezssykqq
10755,34384,3,house and senate democrats are expected to unveil a sweeping package of police reforms in response to the death of george floyd and other troubling encounters between african americans and the police //tco/mxfchcdui
13601,40927,1,it was hard i was trying to talk to him but he just kept like pushing me off like i dont want to hear what youre talking aboutgeorge floyds brother says realdonaldtrump wouldnt let him speak //tco/ebqfqvpcc
17451,50601,5,alexmarlow the parents of children killed in chicago detroit nyc etc have something to say about this defund the police nonsense…
5248,16455,2,there were two molotov cocktails thrown into two cars including a police van during protest in brooklyn friday night a law enforcement official said //tco/hrldwzqpij
5515,17512,2,arrest report for officer charged with george floyds murder has damning new piece of evidence //tco/zxfhsalb
14321,42610,2,capitol police officers take a knee in front of protesters are met with loud applause //tco/spnfferkw
15719,46363,5,alannavagianos still working on a story about sexual assault survivors feelings on defunding the police are you a survivor who wou…
8310,26492,1,thousands of people protesting police violence and the death of george floyd have taken to the streets of new york city for a third day in marches across harlem brooklyn queens and outside trump tower in manhattan //tco/zxeshuk
2498,8149,1,activists say california city removed black lives matter street painting after request for maga mural //tco/quaanevo //tco/ugdhgoxud
17069,49539,1,black lives matter dc said black lives matter means defund the police if that is what the movement means of course the president stands against defunding the policeall black lives matter including the life of david dorn //tco/rwilzcxx
2457,8108,1,black lives matter activist cori bush defeats rep lacy clay in missouri democratic primary //tco/mlhyvnpyxl //tco/olmupqvmck
11634,36424,3,as minneapolis honors floyd on thursday it is this site that serves as the hub of remembrance //tco/ryqlufhjk
5933,19473,3,joe bidens response is the response that we americans republican and democrat and independent alike are used to during these times– joenbc on bidens remarks during george floyds funeral //tco/txptcuwx
9911,32285,1,watch george floyds brother philonise floyd delivers opening statement in hearing about police brutality — yesterday we laid him to rest it was the hardest thing i ever had to doi have to be the strong one now because george is gone //tco/bcszecef //tco/fplelsxcd
10051,32425,4,the state of north carolina presents george floyds family with the flag that flew over the state capitol building on june during floyds memorial service //tco/oenhmjqezz //tco/jskxvmy
8847,28381,3,breaking state of minnesota launches sweeping civil rights investigation into minneapolis police deptthe investigation stemming from the death of george floyd will be designed to root out systemic racism that is generations deep gov walz says //tco/iaqtpcw
2991,10150,0,leaked audio details goodyears zerotolerance policy on controversial political slogans but acceptance of black lives matter apparel //tco/wxqjtnxff
2490,8141,1,watch protesters chant black lives matter at police in portland //tco/ipxzdesat
10346,32720,3,minneapolis mayor jacob frey this is no longer about protesting…this is about violence and we need to make sure that it stops //tco/xthbwsf //tco/wuriyu
8373,27907,2,as incidents of police violence against black people spark outrage in the us campaigns against police brutality across africa have also gained traction //tco/hbntzas
5773,18430,1,a dispatch by brywashing from houston at the march with george floyds family the diversity of the marchers cant be overstated washington writes it was easy to see why houston is routinely referred to as the most diverse city in the country //tco/cnpdtbsxq
7725,25057,5,virginia lawmakers will consider proposals this week to reform policing including the ban of chokeholds like the one used on george floyd and noknock warrants like the one used when police killed breonna taylor //tco/gxupfyqfph
10258,32632,2,breaking louisville police chief fired after police fatally shoot black man at protest //tco/qjnanahb //tco/gbugnbag
11108,34737,5,michael jordan says he is deeply saddened truly pained and plain angry after the death of george floyd //tco/wopfacrkx //tco/wuxpwnfke
5580,17833,1,george floyds brother asks congress if black peoples lives are worth more than //tco/bqgxdzxa
2781,8432,5,tucker carlson sees bigname advertisers bolt after comments on black lives matter //tco/oayafximgf //tco/ynqvam
8960,28494,0,nbcnews a semi truck drives into a crowd of protesters on a bridge in minneapolis during a protest against the death of george floyd …
6178,19718,1,massive protests continue beyond curfew in seattle washington over the death of george floyd they are braving the pandemic because they believe so strongly in social justice and equality for every member in the seattle community jo ling kent says //tco/rgfyoheva
7696,24263,1,new chaos in minneapolis over the killing of geroge floyd has led to widespread fires across the southern part of the cityburn it down make them pay maybe then theyll understand //tco/zhdcuttigr
16883,49353,0,despite recent calls to defund the police a majority of people want to keep current levels of funding for local law enforcementsome even want it to increase //tco/ulkwfcj
5004,16211,0,americas legacy of lynching is at the root of protests over george floyds death //tco/ewrlksafw
2424,8075,0,st louis couple who waved guns at black lives matters demonstrators to take part in gop convention //tco/fiszbdvpr //tco/rgiwjnol
4793,16000,1,the protesters themselves … protect our democracy so we owe them — to protect them as well actor and activist seanpenn says his organization is setting up a program to give covid tests to protesters //tco/uspbou //tco/kmrvuzcjc
6092,19632,1,the mood turned into celebratory… you saw really a coalition of people young old black white all together celebrating that sense of community shaqbrewster reports of protests in minneapolis //tco/ykxgfhhv
3468,11462,1,douglasernst black lives matter crowd demands seattle homeowners give up property we coming for it //tco/ngjhxdmi do you…
14028,41785,0,#georgefloyd police death spurs violent protests looting in minneapolis //tco/vttnd //tco/vgpkhxgxx
16378,47850,1,momentum in new york to repeal a decadesold police transparency law appears to be gaining steam according to activists and legislators involved in what they say would be a major step forward in the fight for police reform //tco/uypvcel
7668,24235,5,twitter has hidden a tweet from president trump which the social media site said broke its rules around glorifying violencethe tweet threatened demonstrators after a chaotic third day of protests against the death of george floyd in minneapolis //tco/rcesiffd
15840,46692,1,jingling bike bells protesters in new york on saturday chanted whose streets our streets and say his name george floyd many had handmade signs — including we demand change and defund the police — taped to their backpacks racks and handlebars //tco/gagoldld
3267,10426,2,with taking the knee it is becoming a political movementbritish troops wont be kneeling in solidarity with black lives matter protesters //tco/mnzvfjudx
15114,44756,5,the los angeles bureau of street services will close part of the hollywood boulevard next week in order to install a permanent street mural with the slogan all black lives matter written in the colors of the lgbt rainbow //tco/wurbxgrc
15214,44972,5,major corporations declaring support for the black lives matter movement after george floyds death are so far reluctant to voice support for the call to defund the police — a rally cry for a national reckoning over police brutality and systemic racism //tco/asfksfdldr
2358,7369,5,review like spike lees fabulous sset blackkklansman two years ago bloods weaves history lessons with gripping performances and a timely thoughtful narrative in this instance nodding to the black lives matter era //tco/qzfswqgtp
10953,34582,0,its been one week since george floyd died while in police custody heres whats happened since //tco/ftldudntxa
12251,38335,0,cuccinelli says outcome would have been the same if george floyd were white //tco/vcyhybvg //tco/pfkungabg
4384,14726,0,conservative economist thomas sowell says that the term systemic racism central to the black lives matter movement has no meaning //tco/zxboomhgk
11511,36301,1,george floyds brother philonise floyd will testify before a house committee wednesday amid protests demanding racial justice and police reform //tco/knajophc
12591,38675,5,save the bullshit nfl players kenny stills eric reid and more slam goodells statement on george floyd death //tco/cgzthcp //tco/hdwxvkgac
8546,28080,1,live philonise floyd brother of george floyd testifies to the house judiciary cmte on policing practices and law enforcement accountability //tco/qxgyfsbgi
15957,46910,2,rubber bullets and flashbangs dont just tear through crowds — they jeopardize years of police reform //tco/lxiainelu jonschuppe
13790,41547,5,un human rights council orders report on systemic racism in the wake of george floyd death //tco/xwcvhym
12579,38663,1,protesters in london berlin toronto take to streets in support of george floyd demonstrations //tco/msvkkeu //tco/zlpdfnekk
4256,13960,3,acosta dc just put up a black lives matter street sign just outside lafayette park //tco/tryxnowldh
10815,34444,5,nfl commissioner roger goodell released a video statement supporting george floyd breonna taylor ahmad arbery and all the families who have endured police brutality //tco/swcegw
15773,46497,3,the dc council unanimously passed an emergency police reform bill //tco/fomirgsfl
15365,45699,0,of american adults say that defund the police means to change the way the police departments operate not to eliminate them a new survey from monmouth univ finds //tco/rgfezncy
3679,12427,5,cisco cliff bar degree doordash dropbox h amp m and pokemon are just a few of the corporations that are funding the defund the police movement //tco/rlsdpaom
10567,34196,3,the air force inspector general is investigating the use of military aircraft to monitor protests across the us in the wake of george floyds death //tco/gunhunxvt
10008,32382,1,minutes when african americans peacefully protest… were called unpatriotic when in fact it is… the unwillingness of too many…
5595,17848,2,white house claims violence incited at george floyd protests in miami linked to venezuelas maduro //tco/jnaaqxlbs
12813,38897,5,star wars star john boyega tells racist fans to fck off after posting george floyd tribute //tco/jatdqbnktr //tco/kxdyhmsx
8887,28421,0,fmr boxing champion floyd mayweather has offered to pay for george floyds funeral and memorial services //tco/ckfbbgzu
16528,48538,1,senator harris for all of the pundits out there that want to entertain a conversation about whether democrats actually want police reform are you kidding me are you kidding me //tco/acilczhvz
13797,41554,0,car plows into george floyd protesters in portland //tco/bgauxsde //tco/duyrijja
3600,11594,3,bill de blasio plans massive black lives matter mural outside trump tower //tco/dheqhbwy //tco/lhjojqxxe
10119,32493,0,just in judge sets bail for excops accused in george floyds death //tco/wwcqywfdja
5288,16495,1,cnnbrk protesters in washington breached the complex of the treasury department and spray painted the area a law enforcement source s…
16289,47652,0,former president barack obama said hes inspired by seeing young people taking charge in the protests across the country it makes me feel as if this countrys going to get better //tco/ernlrcgnpv //tco/iglsjcuey
16609,48619,4,just in president trump signs executive order on police reform were united by our desire to ensure peace and dignity and equality for all americans //tco/vlyelbaq //tco/bhpimlg
3589,11583,0,valrichardson #blacklivesmatter leader many black politicians bought off by democratic establishment //tco/hpwpszkqr …
13409,40735,4,secpompeo hits back at china over its callous attempts to exploit george floyds death //tco/zrlzocmx
10646,34275,1,philonise floyd george floyds brother i cant tell you the kind of pain you feel whenyou watch your big brother who you looked up to your whole entire life die die begging for his mom im tired im tired of pain //tco/eedwkecy //tco/isegdzefn
16722,48732,3,just in house to reconvene earlier than planned to take up police reform legislation //tco/gdektnpp //tco/csckdtxy
7999,26181,5,as the black lives matter movement has grown following outrage over the killing of george floyd high school students have leveraged every social media platform to call out their peers for racist behavior //tco/xrvchfqm
5953,19493,3,rep al green at george floyds funeral service we have a responsibility to make sure that we do not walk away today after having celebrated his life and not taken the next step to commemorate and to ensure the future generations that this wont happen again //tco/psivabtar
8265,26447,0,theyre going to kill me flew over new york please i cant breathe circled above detroitmy neck hurts sailed in dallasin aerial demonstrations the artist jammie holmes displayed george floyds final words above cities across the us //tco/xipfyiure
5277,16484,2,los angeles police declare an unlawful assembly in the downtown area saying protesters will be arrested if they disobey the order and stay there // //tco/srrqesqayp //tco/gsyohmop
16487,48497,4,tim scott stalled police reform legislation a crying shame //tco/srbsgl //tco/ijzmwhhya
3803,12551,1,why are you protecting it blm activist berates older black man who spoke against tearing down a statue //tco/ngywzsq
11860,36650,0,usatodaylife resources ways to donate how you can take action from home after the death of george floyd //tco/dyawkfnus
8554,28088,5,opinion erika nicole kendall gyms are intimate spaces where you fear judgment but rely on others for your safety being in close quarters there with racists is an added burden //tco/hitotqrf nbcnewsthink
12823,38907,5,star wars star john boyega tells racist fans to fck off after posting george floyd tribute //tco/ygsozlzksm //tco/wsivxuv
14588,43051,0,hennepin county district attorney on george floyd case evidence does not support a criminal charge video //tco/biqcdmqs via gatewaypundit
15466,45800,3,we really want to do this in a bipartisan way rep jackson lee says of passing police reform legislation in congress the voices of americans are being raised by the protesters in the streets and it is an american issue //tco/dlbcgqcli
8570,28104,3,new york city will paint and rename streets in the city to honor the black lives matter movement mayor de blasio says //tco/spytnzbmm
6930,21984,0,these protests are a reminder that policing systemic racism and the legacy of slavery do not just affect black people writes sean collins and that people across the nation want something newwhy protests right now feels different //tco/jrlcbnfwuk
3565,11559,0,mrglenn dc sued over black lives matter painted on city streets //tco/eguheljan washtimes
13244,40570,2,kueng was one of three minneapolis officers charged with aiding and abetting seconddegree murder and seconddegree manslaughter for his involvement in floyds arrest and subsequent death in police custody //tco/kfsogacbd
3460,11454,1,black lives matter activist leads push to dismantle police union contracts //tco/eisntqsr #blacklivesmatter
9116,28650,0,hennepin county attorney mike freeman says he anticipates charges against other officers and that they are under investigation following the death of george floyd //tco/wvieuksoil
11082,34711,0,as protests and riots continue in the wake of george floyds death parents across the country are figuring out how to talk to their children about the protests and fighting racismheres what the experts say //tco/wbefpksh //tco/rewwterf
7997,26179,1,i am asking you to help us black people in america george floyds brother philonise floyd called for the un human rights council to create an independent commission to study the killing of black people by the police in the us read more //tco/wbsxettz //tco/yzxpkqrfp
16335,47807,2,police unions are the one of the most important guardians of law enforcement in the united states—negotiating salary benefits and most importantly protections for their members //tco/ptofpszss
14175,42464,2,henryrodgersdc a majority of the minneapolis city council unanimously voted to dismantle the citys police department as their solut…
3044,10203,5,mlb ratings fell off after opening day amid support for black lives matter movement //tco/icribtvo
8632,28166,1,civil rights activist rev jesse jackson is calling for congress to pass an antilynching law and eliminate protections for police officers from lawsuits //tco/toerfkjeod
17273,50229,4,speaker pelosi says she will absolutely positively not apologize for saying that republicans are trying to get away with the murder of george floyd with their police reform bill //tco/htptyraw
16262,47625,4,republicans wade into police reform proposals //tco/eyhhpfisz
11944,38028,0,sharpton police reform bill take center stage at national mall //tco/icruaxdgln //tco/ryywbqzjg
8915,28449,1,a minute kneeling prayer circle to represent and experience the time that george floyd was pinned down by police at this intersection feel the pain //tco/nlaiwolkr
13248,40574,2,one of the three officers involved in the fatal march shooting of breonna taylor will be fired //tco/kdttdnrp
13993,41750,2,officer shot and killed in #oakland during george floyd #protest was black //tco/ippdkria washtimes
15195,44953,3,san fransisco mayor londonbreed says shell redirect money from the police to the african american communitypeople want reform… part of those changes would also mean that there will be a reduction of what we spend on our departments in our cities #mayorswhomatter //tco/ynhekdvnn
